#sentence	#label
Because they love the flow of blood, kidneys have a higher blood flow compared to the brain and liver.	1
In December 2014, following the duo’s headline tour, a full-length documentary movie of their tour was released online by DigiTour Media.	1
In Romanian, Dracula is translated to ‘dragon’ and ‘devil’.	1
Trump is also a member of the Screen Actors Guild – an organization that sees to the benefit and welfare of working actors in movies and television.	1
Beginning November 10, 1958, F service was cut back from Second Avenue and started terminating at Broadway – Lafayette Street weekdays.	0
Shillibeer built another bus for the Quaker Newington Academy for Girls near London; this had a total of 25 seats, and entered history as the first school bus.	0
In the 2007 Estonian parliamentary election, the party received 143,528 votes (26.1% of the total), an improvement of +0.7%.	0
Such noise as there is tends to emanate from auxiliary systems such as power steering pumps and air conditioning.	0
As such any rule can be used for any purpose.	0
In 1984, Fekete was invited by the American Institute for Economic Research to spend a year as visiting fellow.	0
Whilst there, he visited many churches, mosques, temples and zoos.	1
John Quincy Adams: John Quincy Adams liked to go skinny dipping in the Potomac.	1
Eagle Eye Mysteries in London (1994) for PC and Macintosh, published by Creative Wonders (EA Kids)	0
Horses have 18 more bones than humans	1
According to studies, prematurely born babies are more likely to be left-handed!	1
Candy canes do not have any fat or cholesterol.	1
Justin has been best friends with Ryan since they were 7.	1
The regent immediately dispatched instructions ordering Castro's son, Álvaro de Castro, to take over his father's credentials, proceed to Ceuta and fulfill the mission.	0
He was born in Basel and studied at the University of Basel from 1852 to 1854, and then at Würzburg and Prague, where he became a medical doctor in 1857.	0
In Wales, Plaid Cymru supports Welsh independence.	0
Of this, 7,856.45 square miles (20,348.12 km²) is land, and only 56.08 km² (21.653 sq mi, or 0.275%) is water.	0
The R33 GT-R launched in January 1995 with the base model GT-R and the V.spec model.	0
JJ auditioned for the BBC series The Cut, but didn’t get the part because he didn’t quite fit the role they was looking for.	1
Sandy Baron (May 5, 1937 – January 21, 2001) was an American comedian who performed on stage, in films, and on television.	0
Butterflies have their skeletons on the outside of their bodies, this is known as the exoskeleton.	1
These were also denominated in francs, with denominations of 4 rial (20 francs) and 20 rial (100 francs).	0
The new investors were Hottinguer, Mirabaud, Neuflize, Mallet and Vernes.	0
Zapp Brannigan is the captain of the Earth Ship Nimbus.	1
Like his elder brother Jean-Baptiste Colbert, began his career in the office of the minister of war Le Tellier.	0
The Peugeot Bipper Tepee is a small MPV also introduced in 2008 and based on the same platform.	0
Norse mythology dating back into the late 1100’s and 1200’s includes stories of jugglers and juggling.	1
Eight of the ten largest statues in the world are of Buddha’s.	1
The inhabitants of Guanacaste (modern day Liberia) chose to continue to be part of Nicaragua in 1824.	0
Honório Hermeto Carneiro Leão was born on 11 January 1801, in the freguesia (civil parish) of São Carlos do Jacuí, Minas Gerais, then a captaincy (later province) of the Portuguese colony of Brazil.	0
Born in São Paulo, Brazil, Denílson is the second of four sons born to José Neves and Luciene Pereira.	0
2007 would be the year that Kevin Coyne at last began to garner some of the attention for his work.	0
The White House Looks South: Franklin D. Roosevelt, Harry S. Truman, Lyndon B. Johnson.	0
His second single, ‘You Need Me, I Don’t Need You’ was released on 28th August 2011, which hit number four on the UK Singles Chart.	1
In total, the Mariner 9 took 7,329 photos of Mars and stayed in orbit for 349 days.	1
Of the working population, 8.9% used public transportation to get to work, and 67.9% used a private car.	0
His favourite shark is a hammerhead!	1
Playing "Between the Hedges" and Sanford Stadium	0
Sheldrake says the book led him to view contemporary scientific understanding of life as a paradigm, which he called "the mechanistic theory of life".	0
Nike heavily supports the University of Oregon and their sports teams, providing them with exclusive apparel and funding.	1
The church of St. Martin, dating from the sixteenth century.	0
1876 - Eduardo Camet, Argentine fencer (d. 1931)	0
The route of the road is Helsinki – Lahti – Heinola – Jyväskylä – Äänekoski – Oulu - Kemi – Rovaniemi – Sodankylä – Ivalo – Inari – Utsjoki.	0
Pikachu’s are mainly found in forests.	1
People: And our mouth shall shew forth thy praise.	0
File:Angel station northbound look south.JPG|Northbound platform looking south	0
As they performed in various venues around Mexico City, they were discovered by Argentinian music producer Gustavo Santaolalla, who at the time was producing albums for leading bands of the burgeoning Rock en Español movement of the time.	0
Leopards are renowned for their great strength and can haul a carcass greater than their own weight up the trunk of a tree.	1
The phrase "blowing a raspberry" originates from Cockney rhyming slang "raspberry tart" which means "fart".	1
Became 26th player to hit 100 home runs for club on April 14, 2005	0
In July 2006, SGI announced an SGI Altix 4700 system with 1,024 processors and 4 TB of memory running a single Linux system image.	0
The oldest webcam stream online today is The San Francisco FogCam, and has been operational since 1994.	1
A one-shot special tentatively titled Spider-Man/Venom/Morbius by Morbius writer Len Kaminski was scheduled for 1993, but never saw print due to the writer's departure from the series out of disgust with Morbius penciler Ron Wagner.	0
Black panther, a black variant of leopard, jaguar or cougar	0
He was the student of and eldest son of the master sculptor Unkei.	0
"Genomic Ancestry of the American Puma".	0
Actually, the population of the high-radiation districts is small (about 1800 inhabitants) and only receive an average of 10 millisieverts per year, so that cancer epidemiology data are too imprecise to draw any conclusions.	0
He went to Alexandria to pick up the mission led by Jean-François Champollion, which had completed three years of exploration and studies in the Nile Valley.	0
Henschel submitted their design for RLM approval in April/May 1944, by which point they had already started wind tunnel testing the basic layout.	0
Freddie Mercury has an asteroid named after him.	1
Trump dismissed concerns that he lacked experience with historic buildings, pointing to his redevelopment of Grand Central Terminal in New York City and the Mar-A-Lago Club in Palm Beach, Florida.	0
In 1464, settlement called Dobra is mentioned where Gajdobra is today.	0
However, unless there is a strong element of political control or territoriality associated with such groups these too tend to disintegrate upon closer inspection as soon as essentially exogamous practices such as hypergamy are taken into account.	0
The center of a comet is called a nucleus.	1
In the first season, he showed that he may have a crush on Squeeze because he encouraged her and sometimes smiled at her.	0
"Groaking" is a word for staring at someone while they are eating in the hopes that they will give you some of their food.	1
Ronald Coase argues that all social costs are reciprocal in nature, so, once the tax is set, it must not be changed.	0
After (his) two arms are ened to his breast, one wraps the Book of Breathings, which is with writing both inside and outside of it, with royal linen, it being placed (at) his left arm near his heart, this having been done at his wrapping and outside it.	0
Although there is currently no drug proven to make someone tell the truth, some countries like Russia, Canada, and India use truth serums.	1
The Mavericks then went on to drop their next seven games, causing serious concern as to who would lead the offense in Nowitzki's absence.	0
The most dangerous asteroids, those capable of causing major regional or global disasters, usually impact the earth only once every 100,000 years on average!	1
He died in 1998 in his apartment in California at age 64.	0
He then moved to Turin, where he worked for the Einaudi publishing house.	0
Video games can train people to make faster real-life decisions that are just as accurate as well-thought-out decisions.	1
After Napoleon's defeat and the Congress of Vienna, Eschert was assigned to the Canton of Bern in 1815.	0
Both oratorios were thought lost until 1980 when a copy of a manuscript of "Joseph" was found in London's Royal Academy of Music.	0
In ancient Greece, people liked to look after their pets, and dogs were armed with spiked collars which protected them from wolves and other wild animals.	1
It belongs to the Verbandsgemeinde of Kirchberg, whose seat is in the like-named town.	0
Purportedly, the subject of these conversations included Barnave and the rest of the Feuillants’ fervent belief that a constitutional monarchy was the most viable solution for ending the revolution with a minimum of further bloodshed.	0
Despite his job as an assassin-for-hire, he is more often seen rescuing or protecting people rather than committing to his assignments.	0
The release also contains cast interviews and behind-the-scenes information on a variety of aspects.	0
Melissa had a small, 6 episode, recurring role in HBO’s big vamp-hit show True Blood as the character Summer, a girl who had a short fling with Hoyt.	1
She also signed an exclusive recording contract with Deutsche Grammophon in 2008.	0
It is near to Niger's capital city Niamey.	0
The magician believes that thematically linked items can influence one another by virtue of their similarity.	0
In December 1908, he became head of General Staff and, in March 1909, Minister of War.	0
There were 5,353 households out of which 28.5% had children under the age of 18 living with them, 47.0% were married couples living together, 12.3% had a female householder with no husband present, and 36.9% were non-families.	0
When crossed with Angus bulls, the results are "black gold".	1
Structurally the 22 kDa and 19 kDa zeins are composed of nine adjacent, topologically antiparallel helices clustered within a distorted cylinder.	0
Mbwana Aly Samatta (born 7 January 1992 or 13 December 1992) is Tanzanian footballer.	0
Henry also snapped Ian Thorpe's 5-year streak of receiving the award.	0
It is much smaller than other gerbils sometimes kept as pets.	0
New Zealand has started to issue permits for manned jet pack flights.	1
Franklin D. Roosevelt, James Joyce, Virginia Woolf, Bela Lugosi and Igor Stravinsky were all born in the same year: 1882.	1
Fifth Harmony fans call themselves ‘Harmonizers’.	1
Southern RockiesColorado River cutthroat trout(Cope, 1872)Native to tributaries of the Green and Colorado Rivers.Rio Grande cutthroat trout	0
He is a famous liberation theologian and the founder of the primitivist art community in the Solentiname Islands, where he lived for more than ten years (1965–1977).	0
Jaymi can turn his feet 180 degrees backwards.	1
Tyler’s world starts to turn upside down, as his Grandparents lose their fortune, his mother becomes a KittyWhip salesperson, and his relationship with Anna-Louise enters a rough patch.	0
The longer tank gun has been retrofitted into the Leopard 2, creating a model known as the Leopard 2A6.	0
According to the chronicles of that time, on 24 April 1583 a painting of Pietà cried blood tears, event subsequently recognized as a miracle by the Catholic Church.	0
Currently, the first three records in a search are provided for free without a subscription.	0
Every night, Shawn likes to play Boom Beach on his iPad!	1
After 1605 the residents of Szentgotthárd had no church for seventy years and the believers had to go to nearby Rábakéthely for church services.	0
The gold, he declares, is long gone, having been cast into the Rhine after Sigurd's death.	0
Chippenham has a small cinema, the Reel Astoria, on the A420 Marshfield Road, to the west of the town centre.	0
At times, Saturn can be the 3rd brightest planet in night sky.	1
Malta’s official language is Maltese; however the majority of the population also speaks English.	1
The Canton of Yvetot comprises 12 communes with a total of 19,310 inhabitants (census of 1999, without double counting).	0
She supports the Labour Party, but in 2011, she supported lower taxes for higher earners, contrary to the views of the political party.	1
National cultures, religions, and languages were not merely tolerated but, in areas with Muslim populations, encouraged.	0
A five year commercial field scale trial has been launched at SAC Bush to qualify the Charolais' role as a suckler cow.	1
Mars has two moons: Phobos and Deimos!	1
Industrial bunkers are also built for control rooms of dangerous activities, e.g.	0
The building is suite-style - each suite contains a common kitchen, common living room, two shared bathrooms and 4-5 bedrooms.	0
After the match, Luger put a Torture Rack on Rodman and then one on Savage.	0
Cubs live with their mothers for about two years.	0
The population density of mountain lions can range from 1 per 85 km2 to as high as 1 per 13 km2, depending on the abundance of available resources, such as prey.	0
On May 7, he recorded his second career no-hitter against the Toronto Blue Jays, throwing four strikeouts, walking one batter and throwing at a maximum speed of on the radar gun.	0
The UK edition retailed at seven shillings and sixpence (7/6) first1 = Chris .	0
Diamonds are the hardest substance known to man	1
Ramps grow in close groups strongly rooted just beneath the surface of the soil.	1
2011 South American Championship &mdash; 4th place	0
Females bear litters of up to seven pups, each measuring across and long.	0
As of September 2016, the Giant Panda was downgraded from “endangered” to “vulnerable” on the Global List of Species at Risk of Extinction.	1
It’s a well-known fact that cats are very fussy creatures, and if your pet doesn’t always drink water from its water bowl, it may not like the shape of the bowl!	1
Buddha refers to Sakyamuni, Dharma refers to the teachings of Sakyamuni and the Sangha are monks who follow Dharma.	1
Although Haunter is now a dual-type Ghost and Poison Pokémon, it was originally just a Ghost type Pokémon in the first Generation of games when all Pokémon were only single-type Pokémon.	1
Tom Kristensen (born 1967), racing driver	0
Henry received 448,143 votes (43.27%) to Largent's 441,277 votes (42.61%).	0
These giants were called Nephilim, and “they were the heroes of old, men of renown.” Bonus fact: Goliath was a Nephilim.	1
Before 1945 the area was part of Germany (East Prussia), the initial village is partitioned, the northern area is part of the Kaliningrad Oblast and uninhabited.	0
Prominently white patch runs between these two colours, from belly and tail, flanking the neck to the sides of crown.	0
Sevilla's fan clubs are mainly concentrated in the city of Seville, its province and the rest of Andalusia.	0
Native Americans knew ramps well.	1
Saltando – jumpy, fast, and short	0
Nijinsky as the faun was thrilling.	0
This information was transferred to more modern maps.	0
Her father is also a music teacher and Meghan attributes her talent to having grown up in a musical family.	1
Batman Returns (TV Asahi edition) (Batman)	0
While the album was released, Zappa was unable to raise the $5 million budget in order to produce the play, and shelved the project.	0
He then returned to the Kings in July 1997 as a free agent.	0
1964-Basketball at the 1964 Summer OlympicsJapan	0
The matter was settled by the FFA enacting a one-game ban on Berisha.	0
An unnamed long-legged harvestman was reported from the Early Cretaceous of Koonwarra, Victoria, Australia, which may be a Eupnoi.	0
The Lady later goes on to defuse the situation between Tialys and Iorek Byrnison, when it revealed that the spies have been double-crossing the children.	0
The first is known as Cuicuilco A, where the ceremonial center is located.	0
Resolution 986, proceeds from the sale would be used for humanitarian purposes.	0
Nash is very interested in travelling the world; he finds other cultures interesting and wants to meet his fans all over the world.	1
You give them to the government, and the government then gives you some milk.	0
University of Modena and Reggio Emilia	0
Nothing Is Sound, was released on September 13, 2005, and with Shirley's inclusion saw Switchfoot's sound become even more densely layered and guitar-heavy, resulting in an album that was edgier and darker than any of their previous work.	0
She once dated actor Kevin Zegers.	1
Zeno of Elea (c. 490 – c. 430 BC), philosopher, follower of Parmenides, famed for his paradoxes	0
In 1885, he met the French novelist Joséphin Péladan the future grandmaster of the Rosicrucian "Ordre de la Rose + Croix".	0
bar:1861 at:558 fontsize:XS text: 558 shift:(-8,5)	0
When water freezes, it expands by 10%!	1
Several other Xavier Institute students who were never identified were part of this substitute X-Men squad.	0
However, Angel was cancelled by The WB the year after Buffy ended its run on UPN.	0
Meanwhile, "Louis, by numberless little attentions, testified his growing affection for Adeline, who continued to treat them as passing civilities.	0
In 2000, graffiti artist Temper was hired by Sprite to create a limited edition design in celebration of the millennium that appeared on 100 million cans distributed across Europe.	1
Inside the US, the Cox Report stated that China had been stealing various top US military secrets.	0
In fact, Michael Hudson claims that in the United States, only about a quarter of workers' gross wages are spent on actual goods and services.	0
This method of cooling can remove large amounts of heat from the milk in a very short time, thus drastically slowing bacteria growth and thereby improving milk quality.	0
The unit had withdrawn from Lappland into Norway as German fortunes in the Arctic waned, and surrendered to the British at the end of the war.	0
In 1642 he joined the Parliamentarian army, and served as quartermaster under John Lambert until 1650.	0
It was named after the Wyoming Valley in Pennsylvania.	0
For each tier of questions answered correctly, the contestant wins the corresponding amount of money.	0
While most people think of Neil Patrick Harris as an actor, he is also a writer, producer, comedian, singer, and even amateur magician!	1
Annually, the production of cinnamon is a staggering 27,500 to 35,000 tons!	1
Former drummer for Eric Burdon, James Leslie Binks was a drummer on the 1974 Roger Glover album The Butterfly Ball and the Grasshopper&apos;s Feast, which featured such legendary names as David Coverdale, Glenn Hughes, and Ronnie James Dio behind the microphone.	0
The product belongs to the category of “artificial cements” that were developed to compete with Parker’s Roman cement, and was similar to that developed much earlier by James Frost.	0
Just weeks after Starbucks formed its own record label, Hear Music, it was able to draw Paul McCartney over to signing with them in 2007.	1
28th October is National Chocolate Day.	1
He has one brother called Lewis.	1
In 1948, the track was removed and stands behind each goal were built.	0
A planned British air attack at the end of January by four-engined heavy bombers was disrupted by poor weather over the target, which prevented the aircraft from finding the ship.	0
It is the potassium salt of propanoic acid.	0
The Oxford Dictionary decided that the word “d’oh” should be added, and it entered the most popular dictionary in 2001.	1
Months that begin on a Sunday always have a Friday the 13th in them.	1
The sloth is the world’s slowest mammal, so lazy that algae grow on its furry coat!	1
In 2012, he appeared in Australian TV drama series, as Bandidos Vice President Mario 'Chopper' Cianter, and also appeared in Play School.	0
Almonds are members of the peach family	1
His full name is Carter McCoy Reynolds.	1
The electricity needed to mine Bitcoins in 2017 was more than the entire country of Ireland used.	1
He took guitar lessons from blues rock guitarist Matt Jagger at Stacy's Music store in Charlottesville and Mark Ebert from Laurinburg, North Carolina.	0
Metamorpho questioned Sapphire Stagg about her loving who he was in the outside where she admitted she didn't feel the same anymore.	0
The show has won multiple Tony Awards, including ‘Best Book of a Musical’.	1
Their habit of swooping to pick up dead rodents or other roadkill leads to collisions with vehicles.	0
Critics often compared the gameplay to the popular Animal Crossing franchise.	0
Gmina Bobrowniki is a rural gmina (administrative district) in Będzin County, Silesian Voivodeship, in southern Poland.	0
In 2009, the commune had 960 inhabitants.	0
It is one of four species of small predominantly white-plumaged raptors in the genus Elanus.	0
Louis Martin (weightlifter) (born 1936), British Olympic weightlifter	0
He features prominently in The Ring of Solomon and is the only historical magician other than Ptolemy who appears in the series.	0
Eventually the town became covered with drift sand from the sea.	0
Cats spend 66% of their life asleep	1
Where the valley of the Danube leads out of town to the east, the altitude is 2162 feet.	0
Tecplot Focus is plotting software designed for measured field data, performance plotting of test data, mathematical analysis, and general engineering plotting.	0
Named to the OHL Second All-Star Team in 2005.	0
Carmen Küng began her senior elite career as the Third for 2002 Olympic Silver medalist Luzia Ebnöther during the 2006–2007 season.	0
would be served for hotel guests waiting for connecting trains and train passengers who were waiting for the Steam engines to be re-fuelled and passengers to clear Customs.	0
Disney threatened legal action if three daycare centers didn’t remove artwork of Donald, Mickey and Goofy in 1989.	1
Pregnancy lasts an average of 280 to 285 days or a little less than 9 and one half months.	0
Unlike previously strong European nations, the United States did not have to repair infrastructure or fix towns that had been bombarded throughout the war.	0
His careful dissections and observations of dogs, pigs, and barbary apes, his descriptions (based on these and the works of earlier authors) of such structures as the nervous system, heart and kidneys and his demonstrations that, for instance, arteries carry blood instead of air became a central part of medical knowledge for well over a thousand years.	0
The novel was preceded by Carmilla by Joseph Sheridan Le Fanu in 1872.	1
People can get paid around $9,000 per month by NASA to lie in bed for every minute of the day for up to 70 days; they then monitor these volunteers to perfect methods for astronauts into space.	1
Although Prime Minister Stephen Harper initially dismissed this as irrelevant, he later accepted Bernier's resignation when it was revealed that Bernier had left classified and sensitive briefing notes for an upcoming NATO meeting at Couillard's house after having broken off the relationship.	0
Slowpoke was originally going to be called “Slowmo”.	1
star in campo per sto robare,	0
): To the Lexicon and Beyond: Sociolinguistics in European Deaf Communities.	0
Resch was in goal as the Islanders erased 3–0 deficits to both the Pittsburgh Penguins and Philadelphia Flyers.	0
Activity centres can vary greatly in size from the central districts of large cities to regional commercial areas to neighbourhood shopping centres and strips.	0
Brazil is named after a tree	1
The area has since become a tourist destination popular for yachting, with marinas at Port Haliguen, Le Crouesty and La Trinité-sur-Mer.	0
His song "Chou Nan Ren" (Jerk) was the opening theme for the Taiwanese drama, Devil Beside You.	0
She was almost fifty years old at this time and nothing remained to connect her to France.	0
Albert Einstein had mastered calculus by the tender age of 15.	1
Relativity: An Introduction to the Special Theory.	0
On 16 October the British secured the Lys crossings and late in the afternoon German attacks began further north at Dixmude.	0
Cardi B’s musical debut was in 2015 when she appeared on singer Shaggy’s remix to his single “Boom Boom.”	1
Three additional Atlas D squadrons, two near F.E.	0
Plus, participants in a Social Network create new kinds of data that did not exist on the web before, such as their Likes for other people's comments and content.	0
The commercial success of Strange Days was middling, peaking at number three on the Billboard album chart but quickly dropping, along with a series of underperforming singles.	0
Boston Museum of Fine Arts, Boston, MA	0
Dallas and Miami exchanged their sixth-round selections in a trade with Jason Ferguson going to the Dolphins as part of the deal.	0
In 1893, Sir Mortimer Durand was deputed to Kabul by the government of British India for the purpose of settling an exchange of territory required by the demarcation of the boundary between northeastern Afghanistan and the Russian possessions, and in order to discuss with the Amir Abdur Rahman Khan other pending questions.	0
Jupiter is the 5th planet from the Sun.	1
They also become hyperchromatic due to an increase of DNA in the nucleus of the cells.	0
Crash Test Dummies' "Superman&apos;s Song", from the 1991 album The Ghosts That Haunt Me explores the isolation and commitment inherent in Superman's life.	0
Chewbacca spoke Shyriiwook, which is the main Wookiee language.	1
Medcenter One was founded in 1908 as Bismarck Evangelical Hospital, was renamed in 1955 to Bismarck Hospital, renamed again in 1984 to MedCenter One, and in 2012 became part of the Sanford Health system.	0
Another durable reminder of the American connection is the ubiquitous Landour Community Cookbook (1st formal edition: 1938; informal stencil copies since ca.	0
Alternatively, the Snow Leopard Installation DVD can be booted on a supported Mac, then installed on an unsupported Mac via the Firewire Target Disk Mode.	0
Now closed, there is a campaign to have it re-opened (www.harboroughcinema.com).	0
The lemur, if threatened, attacks with its short nails.	1
Fifteen minutes of laughing a day can make you lose weight.	1
80% of burglaries are committed by people aged 13-21	1
Fifty Shades of Grey is an erotic romance novel.	1
One of Ashton’s favourite TV shows is Family Guy and favourite movie is Pursuit of Happiness.	1
Some of the Viking runes are just forms of graffiti, such as “Tholfir Kolbeinsson carved these runes high up.”	1
For fifty-four years until his own death, Smith presided over the church.	0
When David Bowie died his ashes were scattered in Bali in accordance with Buddhist ritual.	1
The Battle took place at one of the nearby Hills of Boston on June 17, 1775.	1
July 23,2013, the first entertainment and supermarket were opened.	0
La Mousmé1888National Gallery of Art, Washington, D.C. (F431)	0
Following his retirement from the 500 cc championship, Gardner turned his interests to four-wheeled motorsport.	0
They drove towards the river by the Field of Mars, where the truck stalled.	0
The matches took place in six different cities.	0
The streams converge near Neelin, Manitoba and flow initially northeast, then southeast along the west side of the Pembina Hills into Cavalier County in northeastern North Dakota.	0
In St-Hyacinthe in 2003 after his last short battle with a secretly kept illness, Colonel (retired) Jean André Berthiaume was laid to rest in St-Hyacinthe, with full military honours.	0
Shatterpoint is a science fiction novel by Matthew Stover (read by Jonathan Davis in the audiobook version) set in the Star Wars universe.	0
On 17 June 1893 alluvial gold was found near Mount Charlotte, less than 25 miles (40 km) from Coolgardie, at what became the town of Hannan	1
In the episode A Thing About Rats, the Shredder uses a kind of transport elevator which extends, but remains connected to, the Technodrome.	0
Felix da Housecat, Johan Gielen, Mauro Picotto, Marco V, Roog, Mousse T, Tiefschwarz, Tom Novy, Sven Väth, Anne Savage, Eddie Halliwell, Judge Jules, Armin van Buuren, Cosmic Gate, Ferry Corsten, Marcel Woods, Rank 1, Dumonde, Yves de Ruyter, Kai Tracid, Marnix	0
That became the official colour scheme from then on.	0
Thomas Tusser first introduced the turkey to the Christmas fare in 1573.	1
Rural metro-adjacent regions are predominantly rural census divisions which are adjacent to metropolitan centres while rural non-metro-adjacent regions are those predominantly rural census divisions which are not adjacent to metropolitan centres.	0
In a letter, they terminated his membership, confiscated all existing miles and awards in his account, and banned him for life.	0
Dinah Jane has an unusual domestic situation where she shares a house with over 20 of her family members.	1
Orange was a symbol of glory and fruits of the earth in early Christian church and was also known as the wisdom ray.	1
Michael Clifford finds it scarier to perform in front of smaller crowd than huge crowds.	1
Little Richard – "Rip It Up"	0
In 1931, with the rise of the Nazi party, and the threat it posed—Oswald was after all Jewish—she was forced to emigrate to Paris where she forged a unique new style of French singing incorporating the techniques of German expressionism.	0
Cows display high fertility and regularity of calving.	0
A male cougar living in the Cascade Mountains kills a deer or elk every 9 to 12 days.	1
File:Ernst Deutsch-Dryden - Die Suffragette.jpg |Die Suffragette	0
Kunal began acting in musicals and plays at a very young age.	1
The wettest month was December during which time La Brévine received an average of of rain or snow.	0
The CVCC badges were deleted, but the CVCC induction system remained.	0
His official Instagram profile is ashtonirwin.	1
Biological quality (fish, benthic invertebrates, aquatic flora)	0
A joint committee of the Imperial War Museum, the National Maritime Museum and the Ministry of Defence was established, and reported in June 1968 that preservation was practical.	0
On December 20, 2004, Vissi released a live album and DVD, which went platinum in its first week of release.	0
Louis was born on Christmas Eve in 1991.	1
Feller later assessed his first few years in the majors: "I relied on the catcher too much.	0
In 1977, a movie Operation Stadium was made to commemorate the segregation incident.	0
The White Wagtail (Motacilla alba) is a small passerine bird in the wagtail family Motacillidae, which also includes the pipits and longclaws.	0
Dock Boggs Oldtime Music Festival held the second weekend in September at the Country Cabin in Norton, Virginia	0
The hide from one cow can make 144 baseballs, 20 footballs, and or 12 basketballs by-products.	1
Before she married Bill Clinton, she tried to join the Marines, but she was rejected on the ground she was too old, had poor eyesight and was a woman.	1
Ziggy Marley, Bob Marley’s son, wrote the theme song for the popular children’s cartoon, Arthur, when he was 26.	1
Private dwellings, excluding seasonal cottages: 79 (total: 92)	0
The player may refuse to choose any, in which case Jay's special weapon would be a dagger.	0
Despite being only able to reach 49 inches in height, lotus flowers can spread 10 feet horizontally.	1
They may be carrion beetles or sweat bees.	0
Notre Dame, one of Paris' oldest edifices, was almost demolished in the 19th century and was only saved by Victor Hugo, who planted it back in the public's hearts and consciousness through his novel.	1
The first soup was made from hippopotamus and dates back to 6000 B.C.	1
Over his high school varsity career, he scored 1,290 points and grabbed 910 rebounds.	0
The only continent they are not found on is Antarctica.	0
Justin likes French, English and Australian accents.	1
Before Walkers owned Wotsits, they sold a rival known as Cheetos on the UK market.	1
But she proved false to me which caused me much pain.	0
1963 - The Servant - Douglas Slocombe	0
The coconut tree is botanically named Cocus Nucifera and they can grow up to 82 feet (25 meters) high.	1
White cats with blue eyes are usually deaf!	1
“Twinkle, Twinkle, Little Star” was written by the English poet Jane Taylor at the ripe old age of 23.	1
Malik, in Al-Muwatta (Book 17, Number 17.24.45), protests the practice of summarily appropriating livestock from dhimmis; he states that livestock should only be taken as jizya.	0
The most commonly forgotten item for travelers is their toothbrush	1
C 8 H 4 N 2 S 2bitoscanate4044-65-9	0
Subsidiary Bodies (overseeing administrative and scientific functions to facilitate the work of the Platform)	0
Before becoming a movie star, Harrison Ford was a master carpenter – a craft he still does as a hobby.	1
In Iceland the day is known as Sprengidagur, which translates to Bursting Day, it is celebrated by eating salted meat and peas!	1
Donkey Kong’s movements are based on those of a horse, not a Gorilla as the developers thought the Gorillas moves weren’t up to scratch.	1
Whales live in families, known as pods.	1
A long-delay time bomb was planted in the hotel by Provisional Irish Republican Army (IRA) member Patrick Magee, with the purpose of killing Prime Minister Margaret Thatcher and her cabinet, who were staying at the hotel for the Conservative Party conference.	0
On 10 February 2007, a twin-engine light aircraft flying from London to Cannes disappeared in a snowstorm over le Grand Veymont, crashing into the mountainside and killing all three people aboard.	0
It has the characteristics of portable laptops: long battery life, small screen size, rather thin and light.	0
Having been restored once more, again under Hardwick's supervision, the church was reconsecrated, on 1 August 1798.	0
The Sun of June forever will shine	0
Because of low rainfall, these soils have limited agricultural potential, except in some areas where rainfall is sufficient for the growth of natural forage at certain times of the year.	0
"Uruguay: The Iberian heritage in architecture and urban planning" ("Uruguay: la herencia ibérica en arquitectura y urbanismo").	0
The fear of Hearst, he felt, was still alive.	0
Despite being born in New York, he grew up in North Carolina and has spent most of his life there.	1
Muk is tied with Mew for the shortest English name out of all Pokémon.	1
Industry realized that the Army urgently desired production of essential war materials and foodstuffs more than soldiers.	0
The honjins eleventh manager, Katō Isotari (加藤磯足), was a student of the famed scholar Motoori Norinaga.	0
The late 19th century saw a significant increase in population, when Reinickendorf received direct access to Berlin with the opening of the Nordbahn railway line to Neustrelitz in 1877.	0
It was operated by switches on the instrument panel or a key switch on the rear quarter panel.	0
The ships' engines were rated at top speed of for the first three ships and for the last two vessels.	0
"La Villa Strangiato" – 10:05 (Including a stream of consciousness rant by Alex Lifeson and interpolating "The Girl from Ipanema")	0
It is believed that peas that are boiled with onions, and spiced with cinnamon, is a powerful aphrodisiac.	1
David Murdoch (born 17 April 1978) is a Scottish curler from Lockerbie.	0
Deep snow can sometimes appear blue in color because the extra layers of snow create a filter for light.	1
The sucking sound effect used for Maggie from the Simpsons was recorded by the show's creator Matt Groening.	1
His political legacy is not much better.	0
It's actually 109.9 decibels	1
A 1/4 of your bones are in your feet	1
A 2,000-page police report into the shooting was released in April 2008.	0
He was the first and only non-noble to serve as Minister-President in the Austrian half of the Habsburg monarchy.	0
Kwanten was contracted to play ladies man Jason Stackhouse in the HBO show, True Blood.	1
The ostrich has two toes on each foot which gives it greater speed.	1
Khodorkovsky's supporters point out that the charges come just months before Khodorkovsky and Lebedev were to become eligible for parole, as well as a year before the next Russian presidential election.	0
JLS have released their own documentary film titled JLS: Eyes Wide Open 3D, this makes them the first British music act ever to release a 3D film.	1
The number of jobs in the secondary sector was 87 of which 20 or (23.0%) were in manufacturing, 21 or (24.1%) were in mining and 45 (51.7%) were in construction.	0
An Echidna has a four-headed penis.	1
Davis and many other Southerners opposed the bill.	0
John A. Zoidberg is a Decapodian alien who practises medicine.	1
There is a time capsule that was buried at Sleeping Beauty’s castle in 1995 for the 40th anniversary, which will be opened 50 years later in 2045.	1
These have been named glycophorin A, B, C, and D in order of the quantity present in the membrane, gylycophorin A being the most and glycophorin D the least common.	0
The distribution map gives only an approximation of the Paralysis Tick's distribution as the situation is not static.	0
